Time(s),Load(N),Disp(mm)
20.040,8872.142,1.6283
20.200,8875.298,1.6413
20.361,8878.081,1.6543
20.521,8880.573,1.6673
20.681,8883.218,1.6804
20.842,8885.443,1.6934
21.002,8889.182,1.7064
21.162,8890.369,1.7194
21.323,8893.846,1.7325
21.483,8897.588,1.7455
21.643,8900.311,1.7585
21.804,8902.096,1.7715
21.964,8904.331,1.7846
22.124,8907.894,1.7976
22.285,8910.692,1.8106
22.445,8911.641,1.8236
22.605,8915.268,1.8367
22.766,8918.801,1.8497
22.926,8919.851,1.8627
23.086,8923.316,1.8758
23.246,8925.148,1.8888
23.407,8927.291,1.9018
23.567,8931.231,1.9148
23.727,8934.187,1.9279
23.888,8936.092,1.9409
24.048,8938.590,1.9539
24.208,8940.728,1.9669
24.369,8944.119,1.9800
24.529,8946.920,1.9930
24.689,8950.032,2.0060
24.850,8952.469,2.0190
25.010,8954.204,2.0321
25.170,8955.224,2.0451
25.331,8957.348,2.0581
25.491,8959.507,2.0711
25.651,8963.833,2.0842
25.812,8965.069,2.0972
25.972,8967.751,2.1102
26.132,8970.483,2.1232
26.293,8972.334,2.1363
26.453,8973.652,2.1493
26.613,8976.257,2.1623
26.774,8979.939,2.1754
26.934,8981.913,2.1884
27.094,8982.584,2.2014
27.255,8986.137,2.2144
27.415,8988.449,2.2275
27.575,8992.530,2.2405
27.735,8993.742,2.2535
27.896,8994.524,2.2665
28.056,8997.648,2.2796
28.216,8997.765,2.2926
28.377,9000.540,2.3056
28.537,9004.171,2.3186
28.697,9006.371,2.3317
28.858,9010.578,2.3447
29.018,9012.712,2.3577
29.178,9012.097,2.3707
29.339,9015.658,2.3838
29.499,9018.328,2.3968
29.659,9019.696,2.4098
29.820,9022.017,2.4228
29.980,9024.798,2.4359
30.140,9026.287,2.4489
30.301,9028.618,2.4619
30.461,9028.638,2.4749
30.621,9032.448,2.4880
30.782,9033.727,2.5010
30.942,9037.029,2.5140
31.102,9039.302,2.5271
31.263,9039.814,2.5401
31.423,9040.676,2.5531
31.583,9044.281,2.5661
31.743,9048.266,2.5792
31.904,9050.413,2.5922
32.064,9053.434,2.6052
32.224,9052.193,2.6182
32.385,9056.509,2.6313
32.545,9055.344,2.6443
32.705,9058.548,2.6573
32.866,9059.711,2.6703
33.026,9063.336,2.6834
33.186,9063.751,2.6964
33.347,9069.083,2.7094
33.507,9069.017,2.7224
33.667,9071.175,2.7355
33.828,9073.485,2.7485
33.988,9075.630,2.7615
34.148,9076.138,2.7745
34.309,9078.736,2.7876
34.469,9079.814,2.8006
34.629,9084.098,2.8136
34.790,9087.356,2.8267
34.950,9086.939,2.8397
35.110,9090.475,2.8527
35.271,9090.388,2.8657
35.431,9093.463,2.8788
35.591,9094.481,2.8918
35.752,9096.090,2.9048
35.912,9100.076,2.9178
36.072,9098.245,2.9309
36.232,9102.549,2.9439
36.393,9105.190,2.9569
36.553,9105.818,2.9699
36.713,9107.720,2.9830
36.874,9109.578,2.9960
37.034,9111.460,3.0090
37.194,9114.762,3.0220
37.355,9118.478,3.0351
37.515,9117.518,3.0481
37.675,9119.212,3.0611
37.836,9120.854,3.0741
37.996,9123.648,3.0872
38.156,9126.023,3.1002
38.317,9126.318,3.1132
38.477,9130.717,3.1263
38.637,9128.747,3.1393
38.798,9133.327,3.1523
38.958,9134.888,3.1653
39.118,9137.282,3.1784
39.279,9137.665,3.1914
39.439,9139.754,3.2044
39.599,9141.838,3.2174
39.760,9144.487,3.2305
39.920,9144.611,3.2435
40.080,9147.656,3.2565
40.240,9150.008,3.2695
40.401,9150.487,3.2826
40.561,9152.240,3.2956
40.721,9154.269,3.3086
40.882,9156.166,3.3216
41.042,9156.293,3.3347
41.202,9159.514,3.3477
41.363,9161.796,3.3607
41.523,9165.740,3.3737
41.683,9165.085,3.3868
41.844,9165.445,3.3998
42.004,9168.566,3.4128
42.164,9170.870,3.4259
42.325,9171.477,3.4389
42.485,9171.951,3.4519
42.645,9175.284,3.4649
42.806,9176.804,3.4780
42.966,9177.724,3.4910
43.126,9180.446,3.5040
43.287,9182.213,3.5170
43.447,9185.358,3.5301
43.607,9185.637,3.5431
43.768,9186.587,3.5561
43.928,9187.624,3.5691
44.088,9190.874,3.5822
44.248,9192.071,3.5952
44.409,9192.039,3.6082
44.569,9195.540,3.6212
44.729,9197.489,3.6343
44.890,9197.689,3.6473
45.050,9199.098,3.6603
45.210,9201.104,3.6733
45.371,9202.266,3.6864
45.531,9204.478,3.6994
45.691,9207.673,3.7124
45.852,9211.705,3.7255
46.012,9209.753,3.7385
46.172,9211.673,3.7515
46.333,9212.586,3.7645
46.493,9214.459,3.7776
46.653,9215.527,3.7906
46.814,9216.509,3.8036
46.974,9219.607,3.8166
47.134,9219.669,3.8297
47.295,9223.153,3.8427
47.455,9224.747,3.8557
47.615,9226.713,3.8687
47.776,9227.167,3.8818
47.936,9228.993,3.8948
48.096,9229.333,3.9078
48.257,9231.614,3.9208
48.417,9233.188,3.9339
48.577,9237.206,3.9469
48.737,9237.414,3.9599
48.898,9238.119,3.9729
49.058,9240.762,3.9860
49.218,9242.891,3.9990
49.379,9243.142,4.0120
49.539,9245.082,4.0251
49.699,9246.164,4.0381
49.860,9249.189,4.0511
50.020,9250.593,4.0641
50.180,9249.713,4.0772
50.341,9253.623,4.0902
50.501,9253.822,4.1032
50.661,9257.045,4.1162
50.822,9257.113,4.1293
50.982,9260.334,4.1423
51.142,9260.992,4.1553
51.303,9262.704,4.1683
51.463,9261.876,4.1814
51.623,9264.182,4.1944
51.784,9265.298,4.2074
51.944,9267.483,4.2204
52.104,9269.255,4.2335
52.265,9269.114,4.2465
52.425,9272.754,4.2595
52.585,9274.951,4.2725
52.745,9276.071,4.2856
52.906,9276.444,4.2986
53.066,9279.114,4.3116
53.226,9281.518,4.3246
53.387,9281.990,4.3377
53.547,9284.170,4.3507
53.707,9283.926,4.3637
53.868,9286.684,4.3768
54.028,9285.428,4.3898
54.188,9290.490,4.4028
54.349,9291.168,4.4158
54.509,9293.483,4.4289
54.669,9294.558,4.4419
54.830,9295.639,4.4549
54.990,9295.216,4.4679
55.150,9298.964,4.4810
55.311,9298.971,4.4940
55.471,9297.912,4.5070
55.631,9292.898,4.5200
55.792,9287.582,4.5331
55.952,9280.907,4.5461
56.112,9273.067,4.5591
56.273,9266.907,4.5721
56.433,9260.610,4.5852
56.593,9251.554,4.5982
56.754,9243.022,4.6112
56.914,9235.487,4.6242
57.074,9227.499,4.6373
57.234,9217.657,4.6503
57.395,9208.894,4.6633
57.555,9201.822,4.6764
57.715,9191.440,4.6894
57.876,9184.765,4.7024
58.036,9175.584,4.7154
58.196,9167.554,4.7285
58.357,9158.878,4.7415
58.517,9147.511,4.7545
58.677,9137.237,4.7675
58.838,9130.529,4.7806
58.998,9120.890,4.7936
59.158,9111.984,4.8066
59.319,9103.093,4.8196
59.479,9090.653,4.8327
59.639,9081.035,4.8457
59.800,9072.365,4.8587
59.960,9060.365,4.8717
60.120,9053.052,4.8848
60.281,9043.261,4.8978
60.441,9030.312,4.9108
60.601,9020.372,4.9238
60.762,9009.573,4.9369
60.922,8999.523,4.9499
61.082,8989.821,4.9629
61.242,8979.949,4.9760
61.403,8966.319,4.9890
61.563,8956.193,5.0020
61.723,8945.417,5.0150
61.884,8934.447,5.0281
62.044,8925.819,5.0411
62.204,8913.541,5.0541
62.365,8903.691,5.0671
62.525,8892.688,5.0802
62.685,8882.555,5.0932
62.846,8871.449,5.1062
63.006,8859.301,5.1192
63.166,8849.615,5.1323
63.327,8836.631,5.1453
63.487,8827.007,5.1583
63.647,8813.842,5.1713
63.808,8803.169,5.1844
63.968,8791.110,5.1974
64.128,8779.700,5.2104
64.289,8768.038,5.2234
64.449,8755.997,5.2365
64.609,8745.724,5.2495
64.770,8733.781,5.2625
64.930,8723.201,5.2756
65.090,8711.026,5.2886
65.251,8697.941,5.3016
65.411,8685.487,5.3146
65.571,8676.352,5.3277
65.731,8663.362,5.3407
65.892,8652.207,5.3537
66.052,8639.571,5.3667
66.212,8628.946,5.3798
66.373,8616.100,5.3928
66.533,8603.223,5.4058
66.693,8591.875,5.4188
66.854,8579.054,5.4319
67.014,8567.215,5.4449
67.174,8554.602,5.4579
67.335,8541.880,5.4709
67.495,8531.472,5.4840
67.655,8518.936,5.4970
67.816,8507.156,5.5100
67.976,8493.909,5.5230
68.136,8483.571,5.5361
68.297,8470.533,5.5491
68.457,8456.262,5.5621
68.617,8446.760,5.5752
68.778,8432.083,5.5882
68.938,8419.885,5.6012
69.098,8406.950,5.6142
69.259,8394.138,5.6273
69.419,8379.630,5.6403
69.579,8369.212,5.6533
69.739,8357.141,5.6663
69.900,8343.945,5.6794
70.060,8332.230,5.6924
70.220,8319.881,5.7054
70.381,8307.418,5.7184
70.541,8294.099,5.7315
70.701,8280.233,5.7445
70.862,8268.658,5.7575
71.022,8256.886,5.7705
71.182,8241.424,5.7836
71.343,8230.629,5.7966
71.503,8219.361,5.8096
71.663,8205.210,5.8226
71.824,8188.629,5.8357
71.984,8176.627,5.8487
72.144,8165.790,5.8617
72.305,8151.634,5.8747
72.465,8138.130,5.8878
72.625,8126.113,5.9008
72.786,8112.647,5.9138
72.946,8100.542,5.9269
73.106,8087.378,5.9399
73.267,8073.526,5.9529
73.427,8060.238,5.9659
73.587,8045.016,5.9790
73.747,8035.275,5.9920
73.908,8021.091,6.0050
74.068,8007.834,6.0180
74.228,7994.109,6.0311
74.389,7983.585,6.0441
74.549,7966.913,6.0571
74.709,7955.133,6.0701
74.870,7940.580,6.0832
75.030,7927.075,6.0962
75.190,7913.103,6.1092
75.351,7897.568,6.1222
75.511,7885.089,6.1353
75.671,7874.403,6.1483
75.832,7860.621,6.1613
75.992,7847.387,6.1743
76.152,7832.214,6.1874
76.313,7819.895,6.2004
76.473,7804.811,6.2134
76.633,7790.529,6.2265
76.794,7777.673,6.2395
76.954,7763.803,6.2525
77.114,7751.593,6.2655
77.275,7735.111,6.2786
77.435,7721.886,6.2916
77.595,7709.808,6.3046
77.756,7696.326,6.3176
77.916,7679.530,6.3307
78.076,7667.334,6.3437
78.236,7651.778,6.3567
78.397,7640.135,6.3697
78.557,7626.550,6.3828
78.717,7611.150,6.3958
78.878,7597.332,6.4088
79.038,7585.223,6.4218
79.198,7570.503,6.4349
79.359,7556.718,6.4479
79.519,7541.091,6.4609
79.679,7527.129,6.4739
79.840,7514.919,6.4870
80.000,7500.537,6.5000
