Time(s),Load(N),Disp(mm)
436864.053,399.759,0.2927
438365.304,399.772,0.2935
439866.555,400.038,0.2944
441367.807,400.013,0.2952
442869.058,400.118,0.2960
444370.309,399.804,0.2969
445871.560,399.835,0.2977
447372.811,400.479,0.2985
448874.062,400.137,0.2994
450375.313,400.371,0.3002
451876.564,400.042,0.3010
453377.815,399.993,0.3019
454879.066,399.939,0.3027
456380.317,400.110,0.3035
457881.568,400.496,0.3044
459382.819,399.976,0.3052
460884.070,399.965,0.3060
462385.321,400.037,0.3069
463886.572,399.727,0.3077
465387.823,399.908,0.3085
466889.074,399.921,0.3094
468390.325,400.060,0.3102
469891.576,400.139,0.3110
471392.827,400.224,0.3119
472894.078,399.999,0.3127
474395.329,400.130,0.3135
475896.580,400.026,0.3144
477397.832,399.856,0.3152
478899.083,399.614,0.3160
480400.334,400.086,0.3169
481901.585,399.915,0.3177
483402.836,399.974,0.3186
484904.087,400.070,0.3194
486405.338,399.920,0.3202
487906.589,400.093,0.3211
489407.840,400.093,0.3219
490909.091,400.173,0.3227
492410.342,400.031,0.3236
493911.593,399.703,0.3244
495412.844,399.869,0.3252
496914.095,400.201,0.3261
498415.346,400.054,0.3269
499916.597,400.205,0.3277
501417.848,400.398,0.3286
502919.099,400.184,0.3294
504420.350,399.998,0.3302
505921.601,400.144,0.3311
507422.852,399.829,0.3319
508924.103,400.326,0.3327
510425.354,400.040,0.3336
511926.606,399.758,0.3344
513427.857,400.181,0.3352
514929.108,399.999,0.3361
516430.359,400.234,0.3369
517931.610,399.970,0.3377
519432.861,399.980,0.3386
520934.112,400.118,0.3394
522435.363,400.339,0.3402
523936.614,399.766,0.3411
525437.865,399.916,0.3419
526939.116,399.982,0.3427
528440.367,400.052,0.3436
529941.618,399.696,0.3444
531442.869,399.944,0.3452
532944.120,400.067,0.3461
534445.371,399.933,0.3469
535946.622,400.087,0.3477
537447.873,399.839,0.3486
538949.124,400.159,0.3494
540450.375,400.084,0.3502
541951.626,399.936,0.3511
543452.877,400.019,0.3519
544954.128,400.115,0.3528
546455.379,399.689,0.3536
547956.631,400.047,0.3544
549457.882,399.685,0.3553
550959.133,400.232,0.3561
552460.384,400.192,0.3569
553961.635,399.790,0.3578
555462.886,400.151,0.3586
556964.137,400.061,0.3594
558465.388,399.985,0.3603
559966.639,400.040,0.3611
561467.890,399.998,0.3619
562969.141,399.673,0.3628
564470.392,400.303,0.3636
565971.643,399.719,0.3644
567472.894,399.783,0.3653
568974.145,400.242,0.3661
570475.396,399.655,0.3669
571976.647,399.913,0.3678
573477.898,399.890,0.3686
574979.149,399.853,0.3694
576480.400,399.927,0.3703
577981.651,400.033,0.3711
579482.902,399.918,0.3719
580984.153,399.772,0.3728
582485.405,400.220,0.3736
583986.656,399.906,0.3744
585487.907,400.073,0.3753
586989.158,399.855,0.3761
588490.409,400.147,0.3769
589991.660,400.139,0.3778
591492.911,400.100,0.3786
592994.162,399.841,0.3794
594495.413,400.152,0.3803
595996.664,399.982,0.3811
597497.915,400.089,0.3819
598999.166,400.082,0.3828
600500.417,400.089,0.3836
602001.668,399.972,0.3844
603502.919,399.739,0.3853
605004.170,400.178,0.3861
606505.421,400.211,0.3869
608006.672,399.655,0.3878
609507.923,399.982,0.3886
611009.174,400.034,0.3894
612510.425,399.860,0.3903
614011.676,400.152,0.3911
615512.927,399.912,0.3920
617014.178,399.794,0.3928
618515.430,399.931,0.3936
620016.681,399.856,0.3945
621517.932,400.030,0.3953
623019.183,400.162,0.3961
624520.434,400.028,0.3970
626021.685,399.430,0.3978
627522.936,400.263,0.3986
629024.187,399.917,0.3995
630525.438,399.958,0.4003
632026.689,400.098,0.4011
633527.940,399.777,0.4020
635029.191,400.333,0.4028
636530.442,399.716,0.4036
638031.693,399.956,0.4045
639532.944,400.138,0.4053
641034.195,400.025,0.4061
642535.446,399.944,0.4070
644036.697,400.128,0.4078
645537.948,400.174,0.4086
647039.199,400.309,0.4095
648540.450,400.031,0.4103
650041.701,399.708,0.4111
651542.952,400.009,0.4120
653044.204,400.070,0.4128
654545.455,399.800,0.4136
656046.706,400.128,0.4145
657547.957,400.218,0.4153
659049.208,399.956,0.4161
660550.459,400.241,0.4170
662051.710,400.377,0.4178
663552.961,400.228,0.4186
665054.212,399.797,0.4195
666555.463,400.215,0.4203
668056.714,400.013,0.4211
669557.965,400.057,0.4220
671059.216,399.817,0.4228
672560.467,399.787,0.4236
674061.718,399.855,0.4245
675562.969,399.976,0.4253
677064.220,400.032,0.4261
678565.471,400.129,0.4270
680066.722,399.865,0.4278
681567.973,400.255,0.4286
683069.224,399.720,0.4295
684570.475,400.089,0.4303
686071.726,400.027,0.4312
687572.977,399.974,0.4320
689074.229,400.089,0.4328
690575.480,400.277,0.4337
692076.731,399.955,0.4345
693577.982,399.977,0.4353
695079.233,399.846,0.4362
696580.484,400.248,0.4370
698081.735,400.123,0.4378
699582.986,400.137,0.4387
701084.237,399.971,0.4395
702585.488,400.337,0.4403
704086.739,400.001,0.4412
705587.990,399.844,0.4420
707089.241,399.525,0.4428
708590.492,400.113,0.4437
710091.743,400.026,0.4445
711592.994,400.016,0.4453
713094.245,399.945,0.4462
714595.496,400.045,0.4470
716096.747,399.912,0.4478
717597.998,400.316,0.4487
719099.249,400.078,0.4495
720600.500,399.623,0.4503
722101.751,400.049,0.4512
723603.003,400.013,0.4520
725104.254,399.543,0.4528
726605.505,399.989,0.4537
728106.756,399.823,0.4545
729608.007,399.967,0.4553
731109.258,399.960,0.4562
732610.509,400.014,0.4570
734111.760,400.131,0.4578
735613.011,399.828,0.4587
737114.262,399.632,0.4595
738615.513,399.488,0.4603
740116.764,400.180,0.4612
741618.015,400.103,0.4620
743119.266,400.290,0.4628
744620.517,400.041,0.4637
746121.768,400.025,0.4645
747623.019,400.029,0.4653
749124.270,400.291,0.4662
750625.521,400.443,0.4670
752126.772,400.048,0.4678
753628.023,399.975,0.4687
755129.274,399.870,0.4695
756630.525,399.618,0.4704
758131.776,400.316,0.4712
759633.028,399.932,0.4720
761134.279,400.355,0.4729
762635.530,400.297,0.4737
764136.781,400.297,0.4745
765638.032,400.130,0.4754
767139.283,400.068,0.4762
768640.534,399.962,0.4770
770141.785,400.054,0.4779
771643.036,400.058,0.4787
773144.287,400.036,0.4795
774645.538,400.044,0.4804
776146.789,400.144,0.4812
777648.040,399.638,0.4820
779149.291,399.982,0.4829
780650.542,399.743,0.4837
782151.793,400.058,0.4845
783653.044,400.110,0.4854
785154.295,400.154,0.4862
786655.546,399.687,0.4870
788156.797,400.168,0.4879
789658.048,399.938,0.4887
791159.299,400.044,0.4895
792660.550,399.869,0.4904
794161.802,400.216,0.4912
795663.053,399.894,0.4920
797164.304,399.979,0.4929
798665.555,399.570,0.4937
800166.806,399.885,0.4945
801668.057,400.055,0.4954
803169.308,400.205,0.4962
804670.559,399.911,0.4970
806171.810,399.957,0.4979
807673.061,399.779,0.4987
809174.312,400.162,0.4995
810675.563,400.494,0.5004
812176.814,400.235,0.5012
813678.065,399.858,0.5020
815179.316,399.902,0.5029
816680.567,400.068,0.5037
818181.818,400.007,0.5045
819683.069,400.149,0.5054
821184.320,399.851,0.5062
822685.571,400.015,0.5070
824186.822,399.837,0.5079
825688.073,400.062,0.5087
827189.324,400.118,0.5095
828690.575,399.850,0.5104
830191.827,399.681,0.5112
831693.078,400.000,0.5121
833194.329,399.951,0.5129
834695.580,400.055,0.5137
836196.831,400.162,0.5146
837698.082,399.853,0.5154
839199.333,400.261,0.5162
840700.584,400.264,0.5171
842201.835,399.942,0.5179
843703.086,399.750,0.5187
845204.337,399.986,0.5196
846705.588,399.927,0.5204
848206.839,400.167,0.5212
849708.090,400.047,0.5221
851209.341,400.188,0.5229
852710.592,399.980,0.5237
854211.843,400.046,0.5246
855713.094,399.854,0.5254
857214.345,399.721,0.5262
858715.596,400.281,0.5271
860216.847,400.036,0.5279
861718.098,399.734,0.5287
863219.349,399.886,0.5296
864720.601,400.089,0.5304
866221.852,399.929,0.5312
867723.103,400.090,0.5321
869224.354,400.029,0.5329
870725.605,400.193,0.5337
872226.856,400.035,0.5346
873728.107,400.314,0.5354
875229.358,399.910,0.5362
876730.609,400.219,0.5371
878231.860,400.011,0.5379
879733.111,399.992,0.5387
881234.362,400.051,0.5396
882735.613,399.745,0.5404
884236.864,400.163,0.5412
885738.115,399.820,0.5421
887239.366,399.948,0.5429
888740.617,399.970,0.5437
890241.868,400.217,0.5446
891743.119,400.099,0.5454
893244.370,400.314,0.5462
894745.621,400.296,0.5471
896246.872,399.816,0.5479
897748.123,399.890,0.5487
899249.374,399.803,0.5496
900750.626,400.126,0.5504
902251.877,399.738,0.5513
903753.128,399.690,0.5521
905254.379,399.670,0.5529
906755.630,400.003,0.5538
908256.881,399.950,0.5546
909758.132,400.128,0.5554
911259.383,399.953,0.5563
912760.634,399.889,0.5571
914261.885,400.091,0.5579
915763.136,399.993,0.5588
917264.387,399.886,0.5596
918765.638,400.262,0.5604
920266.889,399.755,0.5613
921768.140,400.070,0.5621
923269.391,400.082,0.5629
924770.642,400.155,0.5638
926271.893,400.070,0.5646
927773.144,399.943,0.5654
929274.395,400.311,0.5663
930775.646,399.871,0.5671
932276.897,399.929,0.5679
933778.148,400.011,0.5688
935279.399,400.005,0.5696
936780.651,400.054,0.5704
938281.902,400.104,0.5713
939783.153,400.162,0.5721
941284.404,400.038,0.5729
942785.655,400.057,0.5738
944286.906,399.812,0.5746
945788.157,400.113,0.5754
947289.408,400.098,0.5763
948790.659,400.126,0.5771
950291.910,399.955,0.5779
951793.161,399.620,0.5788
953294.412,400.492,0.5796
954795.663,400.057,0.5804
956296.914,400.115,0.5813
957798.165,399.525,0.5821
959299.416,400.251,0.5829
960800.667,399.886,0.5838
962301.918,399.969,0.5846
963803.169,399.832,0.5854
965304.420,400.136,0.5863
966805.671,399.864,0.5871
968306.922,400.262,0.5879
969808.173,400.149,0.5888
971309.425,400.228,0.5896
972810.676,399.616,0.5905
974311.927,400.127,0.5913
975813.178,399.810,0.5921
977314.429,399.513,0.5930
978815.680,400.140,0.5938
980316.931,400.097,0.5946
981818.182,399.974,0.5955
983319.433,399.971,0.5963
984820.684,399.808,0.5971
986321.935,400.160,0.5980
987823.186,400.152,0.5988
989324.437,400.110,0.5996
990825.688,400.014,0.6005
992326.939,399.985,0.6013
993828.190,400.220,0.6021
995329.441,399.767,0.6030
996830.692,399.873,0.6038
998331.943,399.900,0.6046
999833.194,400.003,0.6055
1001334.445,400.025,0.6063
1002835.696,399.644,0.6071
1004336.947,400.033,0.6080
1005838.198,399.960,0.6088
1007339.450,399.889,0.6096
1008840.701,399.983,0.6105
1010341.952,399.979,0.6113
1011843.203,399.820,0.6121
1013344.454,399.741,0.6130
1014845.705,400.314,0.6138
1016346.956,400.196,0.6146
1017848.207,400.239,0.6155
1019349.458,399.696,0.6163
1020850.709,400.186,0.6171
1022351.960,399.828,0.6180
1023853.211,400.100,0.6188
1025354.462,400.087,0.6196
1026855.713,400.076,0.6205
1028356.964,400.137,0.6213
1029858.215,400.086,0.6221
1031359.466,399.703,0.6230
1032860.717,400.110,0.6238
1034361.968,400.116,0.6246
1035863.219,399.945,0.6255
1037364.470,399.814,0.6263
1038865.721,400.024,0.6271
1040366.972,399.760,0.6280
1041868.224,399.990,0.6288
1043369.475,400.098,0.6296
1044870.726,400.137,0.6305
1046371.977,400.222,0.6313
1047873.228,399.923,0.6322
1049374.479,400.125,0.6330
1050875.730,399.860,0.6338
1052376.981,400.290,0.6347
1053878.232,400.126,0.6355
1055379.483,399.809,0.6363
1056880.734,399.794,0.6372
1058381.985,399.747,0.6380
1059883.236,399.882,0.6388
1061384.487,400.061,0.6397
1062885.738,400.025,0.6405
1064386.989,400.121,0.6413
1065888.240,400.252,0.6422
1067389.491,400.366,0.6430
1068890.742,400.089,0.6438
1070391.993,400.135,0.6447
1071893.244,399.775,0.6455
1073394.495,399.495,0.6463
1074895.746,400.078,0.6472
1076396.997,399.790,0.6480
1077898.249,399.925,0.6488
1079399.500,400.083,0.6497
1080900.751,400.188,0.6505
1082402.002,399.670,0.6513
1083903.253,400.335,0.6522
1085404.504,400.006,0.6530
1086905.755,399.921,0.6538
1088407.006,400.209,0.6547
1089908.257,400.187,0.6555
1091409.508,400.012,0.6563
1092910.759,400.100,0.6572
1094412.010,399.824,0.6580
1095913.261,399.983,0.6588
1097414.512,399.998,0.6597
1098915.763,400.177,0.6605
1100417.014,399.916,0.6613
1101918.265,399.923,0.6622
1103419.516,399.520,0.6630
1104920.767,400.284,0.6638
1106422.018,399.775,0.6647
1107923.269,399.919,0.6655
1109424.520,400.103,0.6663
1110925.771,399.985,0.6672
1112427.023,400.354,0.6680
1113928.274,400.289,0.6688
1115429.525,399.488,0.6697
1116930.776,400.000,0.6705
1118432.027,399.963,0.6714
1119933.278,399.715,0.6722
1121434.529,399.840,0.6730
1122935.780,399.893,0.6739
1124437.031,400.077,0.6747
1125938.282,400.192,0.6755
1127439.533,400.078,0.6764
1128940.784,400.120,0.6772
1130442.035,400.370,0.6780
1131943.286,399.812,0.6789
1133444.537,399.935,0.6797
1134945.788,399.997,0.6805
1136447.039,400.008,0.6814
1137948.290,400.103,0.6822
1139449.541,400.083,0.6830
1140950.792,400.293,0.6839
1142452.043,399.827,0.6847
1143953.294,400.098,0.6855
1145454.545,400.190,0.6864
1146955.796,399.849,0.6872
1148457.048,400.224,0.6880
1149958.299,399.849,0.6889
1151459.550,399.939,0.6897
1152960.801,399.872,0.6905
1154462.052,400.109,0.6914
1155963.303,400.285,0.6922
1157464.554,399.876,0.6930
1158965.805,400.344,0.6939
1160467.056,399.837,0.6947
1161968.307,399.954,0.6955
1163469.558,400.166,0.6964
1164970.809,400.039,0.6972
1166472.060,400.189,0.6980
1167973.311,399.602,0.6989
1169474.562,400.037,0.6997
1170975.813,399.770,0.7005
1172477.064,400.182,0.7014
1173978.315,399.763,0.7022
1175479.566,400.089,0.7030
1176980.817,399.858,0.7039
1178482.068,400.253,0.7047
1179983.319,399.763,0.7055
1181484.570,399.823,0.7064
1182985.822,399.931,0.7072
1184487.073,400.031,0.7080
1185988.324,399.824,0.7089
1187489.575,399.761,0.7097
1188990.826,400.039,0.7106
1190492.077,400.001,0.7114
1191993.328,399.827,0.7122
1193494.579,400.018,0.7131
1194995.830,400.128,0.7139
1196497.081,399.791,0.7147
1197998.332,399.736,0.7156
1199499.583,400.078,0.7164
1201000.834,400.051,0.7172
1202502.085,400.102,0.7181
1204003.336,399.953,0.7189
1205504.587,400.003,0.7197
1207005.838,400.133,0.7206
1208507.089,399.850,0.7214
1210008.340,400.113,0.7222
1211509.591,400.015,0.7231
1213010.842,400.057,0.7239
1214512.093,399.928,0.7247
1216013.344,400.401,0.7256
1217514.595,399.959,0.7264
1219015.847,400.025,0.7272
1220517.098,399.997,0.7281
1222018.349,399.928,0.7289
1223519.600,399.901,0.7297
1225020.851,400.019,0.7306
1226522.102,399.689,0.7314
1228023.353,400.187,0.7322
1229524.604,400.374,0.7331
1231025.855,400.335,0.7339
1232527.106,400.141,0.7347
1234028.357,400.204,0.7356
1235529.608,400.325,0.7364
1237030.859,400.395,0.7372
1238532.110,400.106,0.7381
1240033.361,400.049,0.7389
1241534.612,399.651,0.7397
1243035.863,399.991,0.7406
1244537.114,399.954,0.7414
1246038.365,400.172,0.7422
1247539.616,399.655,0.7431
1249040.867,400.360,0.7439
1250542.118,399.833,0.7447
1252043.369,400.366,0.7456
1253544.621,400.082,0.7464
1255045.872,399.875,0.7472
1256547.123,400.065,0.7481
1258048.374,400.073,0.7489
1259549.625,399.833,0.7497
1261050.876,400.186,0.7506
1262552.127,399.785,0.7514
1264053.378,400.072,0.7523
1265554.629,399.952,0.7531
1267055.880,400.289,0.7539
1268557.131,399.914,0.7548
1270058.382,399.977,0.7556
1271559.633,399.991,0.7564
1273060.884,400.070,0.7573
1274562.135,400.007,0.7581
1276063.386,399.870,0.7589
1277564.637,399.925,0.7598
1279065.888,400.001,0.7606
1280567.139,399.942,0.7614
1282068.390,400.282,0.7623
1283569.641,399.770,0.7631
1285070.892,400.310,0.7639
1286572.143,399.882,0.7648
1288073.394,400.186,0.7656
1289574.646,399.984,0.7664
1291075.897,400.364,0.7673
1292577.148,400.229,0.7681
1294078.399,399.662,0.7689
1295579.650,399.884,0.7698
1297080.901,400.243,0.7706
1298582.152,400.049,0.7714
1300083.403,399.977,0.7723
1301584.654,400.020,0.7731
1303085.905,400.032,0.7739
1304587.156,400.047,0.7748
1306088.407,400.067,0.7756
1307589.658,399.939,0.7764
1309090.909,399.976,0.7773
1310592.160,400.125,0.7781
1312093.411,399.691,0.7789
1313594.662,399.665,0.7798
1315095.913,399.768,0.7806
1316597.164,399.953,0.7814
1318098.415,399.946,0.7823
1319599.666,400.143,0.7831
1321100.917,399.815,0.7839
1322602.168,400.263,0.7848
1324103.420,400.249,0.7856
1325604.671,400.372,0.7864
1327105.922,400.009,0.7873
1328607.173,400.105,0.7881
1330108.424,399.707,0.7889
1331609.675,400.192,0.7898
1333110.926,400.077,0.7906
1334612.177,400.055,0.7915
1336113.428,399.897,0.7923
1337614.679,399.979,0.7931
1339115.930,399.904,0.7940
1340617.181,400.165,0.7948
1342118.432,399.960,0.7956
1343619.683,400.193,0.7965
1345120.934,400.197,0.7973
1346622.185,400.149,0.7981
1348123.436,400.060,0.7990
1349624.687,399.750,0.7998
1351125.938,399.815,0.8006
1352627.189,400.172,0.8015
1354128.440,399.803,0.8023
1355629.691,399.909,0.8031
1357130.942,400.174,0.8040
1358632.193,399.689,0.8048
1360133.445,400.124,0.8056
1361634.696,399.952,0.8065
1363135.947,400.034,0.8073
1364637.198,399.968,0.8081
1366138.449,399.938,0.8090
1367639.700,399.998,0.8098
1369140.951,400.169,0.8106
1370642.202,399.524,0.8115
1372143.453,399.740,0.8123
1373644.704,400.067,0.8131
1375145.955,400.011,0.8140
1376647.206,400.069,0.8148
1378148.457,399.843,0.8156
1379649.708,399.851,0.8165
1381150.959,400.291,0.8173
1382652.210,400.051,0.8181
1384153.461,399.625,0.8190
1385654.712,399.957,0.8198
1387155.963,399.665,0.8206
1388657.214,400.167,0.8215
1390158.465,400.130,0.8223
1391659.716,399.937,0.8231
1393160.967,399.944,0.8240
1394662.219,400.219,0.8248
1396163.470,400.060,0.8256
1397664.721,399.850,0.8265
1399165.972,400.274,0.8273
1400667.223,400.049,0.8281
1402168.474,400.061,0.8290
1403669.725,399.791,0.8298
1405170.976,400.088,0.8307
1406672.227,399.722,0.8315
1408173.478,400.256,0.8323
1409674.729,400.214,0.8332
1411175.980,399.574,0.8340
1412677.231,400.064,0.8348
1414178.482,400.176,0.8357
1415679.733,399.949,0.8365
1417180.984,400.132,0.8373
1418682.235,400.274,0.8382
1420183.486,399.932,0.8390
1421684.737,399.763,0.8398
1423185.988,400.073,0.8407
1424687.239,400.024,0.8415
1426188.490,400.361,0.8423
1427689.741,399.430,0.8432
1429190.992,399.911,0.8440
1430692.244,399.911,0.8448
1432193.495,400.062,0.8457
1433694.746,399.744,0.8465
1435195.997,399.968,0.8473
1436697.248,400.105,0.8482
1438198.499,399.812,0.8490
1439699.750,399.878,0.8498
1441201.001,399.684,0.8507
1442702.252,399.605,0.8515
1444203.503,399.848,0.8523
1445704.754,399.846,0.8532
1447206.005,400.044,0.8540
1448707.256,400.084,0.8548
1450208.507,400.071,0.8557
1451709.758,400.492,0.8565
1453211.009,400.083,0.8573
1454712.260,400.102,0.8582
1456213.511,399.787,0.8590
1457714.762,400.025,0.8598
1459216.013,400.088,0.8607
1460717.264,399.768,0.8615
1462218.515,399.686,0.8623
