Time(s),Load(N),Disp(mm)
253481.646,650.367,0.8745
254082.314,650.451,0.8763
254682.981,649.846,0.8782
255283.648,649.904,0.8800
255884.316,650.013,0.8819
256484.983,650.273,0.8837
257085.651,650.411,0.8855
257686.318,649.920,0.8874
258286.986,649.838,0.8892
258887.653,649.769,0.8910
259488.320,649.859,0.8929
260088.988,650.280,0.8947
260689.655,649.478,0.8965
261290.323,649.550,0.8984
261890.990,649.338,0.9002
262491.657,649.960,0.9020
263092.325,650.230,0.9039
263692.992,649.894,0.9057
264293.660,649.648,0.9076
264894.327,649.958,0.9094
265494.994,650.003,0.9112
266095.662,650.196,0.9131
266696.329,650.006,0.9149
267296.997,649.690,0.9167
267897.664,650.050,0.9186
268498.331,650.441,0.9204
269098.999,649.740,0.9222
269699.666,650.054,0.9241
270300.334,650.015,0.9259
270901.001,649.982,0.9277
271501.669,649.230,0.9296
272102.336,650.276,0.9314
272703.003,649.721,0.9333
273303.671,649.919,0.9351
273904.338,649.371,0.9369
274505.006,649.649,0.9388
275105.673,649.485,0.9406
275706.340,649.911,0.9424
276307.008,650.153,0.9443
276907.675,650.009,0.9461
277508.343,650.037,0.9479
278109.010,650.071,0.9498
278709.677,650.233,0.9516
279310.345,650.052,0.9534
279911.012,650.161,0.9553
280511.680,649.714,0.9571
281112.347,650.157,0.9589
281713.014,649.776,0.9608
282313.682,649.983,0.9626
282914.349,649.265,0.9645
283515.017,649.842,0.9663
284115.684,650.165,0.9681
284716.352,649.929,0.9700
285317.019,649.644,0.9718
285917.686,650.229,0.9736
286518.354,649.576,0.9755
287119.021,649.914,0.9773
287719.689,649.943,0.9791
288320.356,649.865,0.9810
288921.023,650.299,0.9828
289521.691,649.686,0.9846
290122.358,650.389,0.9865
290723.026,650.363,0.9883
291323.693,650.090,0.9902
291924.360,650.131,0.9920
292525.028,649.780,0.9938
293125.695,649.762,0.9957
293726.363,650.157,0.9975
294327.030,650.094,0.9993
294927.697,650.351,1.0012
295528.365,649.913,1.0030
296129.032,650.196,1.0048
296729.700,649.627,1.0067
297330.367,650.207,1.0085
297931.034,650.204,1.0103
298531.702,650.253,1.0122
299132.369,649.755,1.0140
299733.037,649.654,1.0158
300333.704,649.902,1.0177
300934.372,650.019,1.0195
301535.039,650.324,1.0214
302135.706,650.273,1.0232
302736.374,650.044,1.0250
303337.041,649.223,1.0269
303937.709,650.614,1.0287
304538.376,650.469,1.0305
305139.043,650.173,1.0324
305739.711,650.245,1.0342
306340.378,650.060,1.0360
306941.046,650.061,1.0379
307541.713,650.017,1.0397
308142.380,649.849,1.0415
308743.048,650.581,1.0434
309343.715,649.630,1.0452
309944.383,650.105,1.0471
310545.050,649.415,1.0489
311145.717,650.168,1.0507
311746.385,650.164,1.0526
312347.052,649.631,1.0544
312947.720,650.522,1.0562
313548.387,650.075,1.0581
314149.055,650.476,1.0599
314749.722,650.243,1.0617
315350.389,649.693,1.0636
315951.057,649.790,1.0654
316551.724,650.405,1.0672
317152.392,649.479,1.0691
317753.059,650.622,1.0709
318353.726,650.305,1.0727
318954.394,649.994,1.0746
319555.061,649.880,1.0764
320155.729,650.385,1.0783
320756.396,649.443,1.0801
321357.063,650.241,1.0819
321957.731,649.389,1.0838
322558.398,650.244,1.0856
323159.066,650.194,1.0874
323759.733,649.933,1.0893
324360.400,649.794,1.0911
324961.068,649.840,1.0929
325561.735,650.130,1.0948
326162.403,650.086,1.0966
326763.070,649.851,1.0984
327363.737,650.062,1.1003
327964.405,650.085,1.1021
328565.072,650.410,1.1039
329165.740,649.776,1.1058
329766.407,650.046,1.1076
330367.075,649.538,1.1095
330967.742,650.254,1.1113
331568.409,649.614,1.1131
332169.077,649.937,1.1150
332769.744,650.159,1.1168
333370.412,649.978,1.1186
333971.079,649.725,1.1205
334571.746,649.708,1.1223
335172.414,650.249,1.1241
335773.081,650.253,1.1260
336373.749,649.735,1.1278
336974.416,650.599,1.1296
337575.083,649.806,1.1315
338175.751,649.961,1.1333
338776.418,650.145,1.1351
339377.086,650.111,1.1370
339977.753,650.054,1.1388
340578.420,649.710,1.1407
341179.088,650.157,1.1425
341779.755,649.682,1.1443
342380.423,649.738,1.1462
342981.090,649.604,1.1480
343581.758,649.808,1.1498
344182.425,649.957,1.1517
344783.092,649.992,1.1535
345383.760,649.838,1.1553
345984.427,650.187,1.1572
346585.095,650.141,1.1590
347185.762,650.074,1.1608
347786.429,649.965,1.1627
348387.097,649.278,1.1645
348987.764,650.209,1.1664
349588.432,649.714,1.1682
350189.099,649.859,1.1700
350789.766,649.992,1.1719
351390.434,650.074,1.1737
351991.101,649.909,1.1755
352591.769,650.068,1.1774
353192.436,649.901,1.1792
353793.103,649.582,1.1810
354393.771,649.787,1.1829
354994.438,649.662,1.1847
355595.106,649.434,1.1865
356195.773,649.958,1.1884
356796.440,650.132,1.1902
357397.108,649.947,1.1920
357997.775,649.609,1.1939
358598.443,649.844,1.1957
359199.110,650.113,1.1976
359799.778,649.514,1.1994
360400.445,649.700,1.2012
361001.112,649.838,1.2031
361601.780,649.550,1.2049
362202.447,649.827,1.2067
362803.115,649.411,1.2086
363403.782,649.659,1.2104
364004.449,650.211,1.2122
364605.117,650.904,1.2141
365205.784,649.870,1.2159
365806.452,650.269,1.2177
366407.119,649.652,1.2196
367007.786,649.908,1.2214
367608.454,649.965,1.2232
368209.121,649.851,1.2251
368809.789,650.169,1.2269
369410.456,650.200,1.2288
370011.123,649.979,1.2306
370611.791,649.714,1.2324
371212.458,649.850,1.2343
371813.126,649.954,1.2361
372413.793,649.810,1.2379
373014.461,650.009,1.2398
373615.128,649.981,1.2416
374215.795,650.058,1.2434
374816.463,649.901,1.2453
375417.130,650.161,1.2471
376017.798,650.450,1.2489
376618.465,649.800,1.2508
377219.132,650.230,1.2526
377819.800,649.755,1.2544
378420.467,649.986,1.2563
379021.135,649.415,1.2581
379621.802,650.027,1.2600
380222.469,649.574,1.2618
380823.137,649.496,1.2636
381423.804,649.924,1.2655
382024.472,650.565,1.2673
382625.139,649.773,1.2691
383225.806,649.685,1.2710
383826.474,650.140,1.2728
384427.141,650.194,1.2746
385027.809,649.412,1.2765
385628.476,650.363,1.2783
386229.143,649.705,1.2801
386829.811,649.349,1.2820
387430.478,649.979,1.2838
388031.146,650.116,1.2857
388631.813,649.855,1.2875
389232.481,649.974,1.2893
389833.148,650.512,1.2912
390433.815,649.821,1.2930
391034.483,650.069,1.2948
391635.150,650.251,1.2967
392235.818,649.843,1.2985
392836.485,649.789,1.3003
393437.152,649.775,1.3022
394037.820,649.804,1.3040
394638.487,649.751,1.3058
395239.155,649.976,1.3077
395839.822,649.517,1.3095
396440.489,650.303,1.3113
397041.157,650.179,1.3132
397641.824,649.653,1.3150
398242.492,650.002,1.3169
398843.159,649.885,1.3187
399443.826,650.226,1.3205
400044.494,649.965,1.3224
400645.161,649.887,1.3242
401245.829,650.277,1.3260
401846.496,649.782,1.3279
402447.164,649.963,1.3297
403047.831,650.357,1.3315
403648.498,649.614,1.3334
404249.166,649.789,1.3352
404849.833,649.895,1.3370
405450.501,650.745,1.3389
406051.168,650.209,1.3407
406651.835,650.399,1.3425
407252.503,650.033,1.3444
407853.170,649.842,1.3462
408453.838,650.224,1.3481
409054.505,650.347,1.3499
409655.172,649.865,1.3517
410255.840,650.132,1.3536
410856.507,650.377,1.3554
411457.175,650.091,1.3572
412057.842,649.941,1.3591
412658.509,649.497,1.3609
413259.177,650.190,1.3627
413859.844,650.147,1.3646
414460.512,649.865,1.3664
415061.179,649.938,1.3683
415661.846,649.529,1.3701
416262.514,650.213,1.3720
416863.181,650.073,1.3739
417463.849,649.733,1.3758
418064.516,650.384,1.3777
418665.184,650.124,1.3796
419265.851,649.936,1.3816
419866.518,650.683,1.3836
420467.186,650.476,1.3857
421067.853,650.271,1.3878
421668.521,649.562,1.3899
422269.188,649.837,1.3920
422869.855,649.892,1.3942
423470.523,649.745,1.3964
424071.190,650.012,1.3987
424671.858,650.088,1.4010
425272.525,650.129,1.4033
425873.192,650.172,1.4057
426473.860,649.593,1.4082
427074.527,650.083,1.4107
427675.195,649.760,1.4132
428275.862,650.052,1.4158
428876.529,650.506,1.4185
429477.197,650.372,1.4212
430077.864,649.905,1.4239
430678.532,650.003,1.4267
431279.199,650.409,1.4296
431879.867,650.544,1.4325
432480.534,650.156,1.4355
433081.201,650.315,1.4386
433681.869,650.095,1.4417
434282.536,650.201,1.4449
434883.204,649.909,1.4481
435483.871,650.199,1.4514
436084.538,649.991,1.4548
436685.206,649.857,1.4583
437285.873,649.599,1.4618
437886.541,649.869,1.4654
438487.208,650.003,1.4691
439087.875,650.034,1.4728
439688.543,650.409,1.4766
440289.210,649.894,1.4805
440889.878,650.025,1.4845
441490.545,649.780,1.4885
442091.212,650.374,1.4926
442691.880,650.626,1.4968
443292.547,650.337,1.5011
443893.215,649.975,1.5054
444493.882,649.896,1.5099
445094.549,649.839,1.5144
445695.217,649.794,1.5190
446295.884,650.133,1.5237
446896.552,649.689,1.5285
447497.219,650.024,1.5334
448097.887,649.897,1.5383
448698.554,650.357,1.5434
449299.221,649.920,1.5485
449899.889,650.117,1.5537
450500.556,650.206,1.5591
451101.224,649.575,1.5645
451701.891,649.457,1.5700
452302.558,649.776,1.5756
452903.226,650.040,1.5813
453503.893,649.755,1.5871
454104.561,650.383,1.5930
454705.228,649.692,1.5990
455305.895,649.980,1.6050
455906.563,650.116,1.6112
456507.230,649.614,1.6175
457107.898,649.716,1.6239
457708.565,649.735,1.6304
458309.232,650.606,1.6370
458909.900,650.160,1.6437
459510.567,649.616,1.6505
460111.235,650.013,1.6574
460711.902,650.312,1.6645
461312.570,649.397,1.6716
461913.237,650.473,1.6788
462513.904,649.689,1.6862
463114.572,650.072,1.6936
463715.239,649.698,1.7012
464315.907,649.898,1.7089
464916.574,649.632,1.7167
465517.241,649.417,1.7246
466117.909,649.867,1.7326
466718.576,650.154,1.7407
467319.244,649.926,1.7490
467919.911,650.533,1.7574
468520.578,650.071,1.7659
469121.246,650.150,1.7745
469721.913,650.337,1.7832
470322.581,650.239,1.7920
470923.248,649.807,1.8010
471523.915,650.000,1.8101
472124.583,649.712,1.8193
472725.250,650.154,1.8286
473325.918,649.827,1.8381
473926.585,649.759,1.8476
474527.253,650.225,1.8574
475127.920,649.776,1.8672
475728.587,650.277,1.8771
476329.255,649.867,1.8872
476929.922,650.253,1.8974
477530.590,650.033,1.9078
478131.257,649.530,1.9182
478731.924,649.697,1.9289
479332.592,650.133,1.9396
479933.259,649.944,1.9504
480533.927,650.298,1.9614
481134.594,650.610,1.9726
481735.261,650.008,1.9838
482335.929,649.488,1.9952
482936.596,650.106,2.0068
483537.264,650.298,2.0184
484137.931,650.156,2.0303
484738.598,650.158,2.0422
485339.266,650.080,2.0543
485939.933,649.777,2.0665
486540.601,650.068,2.0789
487141.268,649.907,2.0914
487741.935,650.024,2.1040
488342.603,649.921,2.1168
488943.270,650.131,2.1297
489543.938,649.637,2.1428
490144.605,650.249,2.1560
490745.273,650.604,2.1694
491345.940,649.473,2.1829
491946.607,649.657,2.1965
492547.275,650.293,2.2103
493147.942,649.769,2.2243
493748.610,649.978,2.2384
494349.277,649.980,2.2526
494949.944,650.016,2.2670
495550.612,648.998,2.2815
496151.279,649.595,2.2962
496751.947,649.981,2.3111
497352.614,650.585,2.3261
497953.281,650.315,2.3412
498553.949,650.381,2.3565
499154.616,649.436,2.3720
499755.284,649.958,2.3876
500355.951,649.914,2.4033
500956.618,650.525,2.4193
501557.286,650.094,2.4353
502157.953,650.088,2.4516
502758.621,650.015,2.4680
503359.288,650.117,2.4845
503959.956,649.568,2.5012
504560.623,650.057,2.5181
505161.290,649.815,2.5351
505761.958,650.093,2.5523
506362.625,650.380,2.5696
506963.293,649.912,2.5872
507563.960,649.563,2.6048
508164.627,650.193,2.6227
508765.295,649.636,2.6407
509365.962,649.428,2.6589
509966.630,650.424,2.6772
510567.297,650.572,2.6957
511167.964,649.689,2.7144
511768.632,649.954,2.7332
512369.299,650.727,2.7522
512969.967,649.581,2.7714
513570.634,649.736,2.7907
514171.301,650.096,2.8102
514771.969,649.091,2.8299
515372.636,649.732,2.8497
515973.304,650.329,2.8698
516573.971,650.237,2.8900
517174.638,649.879,2.9103
517775.306,649.953,2.9309
518375.973,650.284,2.9516
518976.641,650.158,2.9725
519577.308,650.388,2.9935
520177.976,650.582,3.0148
520778.643,650.011,3.0362
521379.310,650.585,3.0578
521979.978,650.242,3.0796
522580.645,649.877,3.1015
523181.313,650.169,3.1237
523781.980,649.788,3.1460
524382.647,650.181,3.1685
524983.315,650.162,3.1911
525583.982,650.041,3.2140
526184.650,650.503,3.2370
526785.317,649.694,3.2602
527385.984,650.224,3.2836
527986.652,649.927,3.3072
528587.319,650.165,3.3310
529187.987,650.228,3.3549
529788.654,650.496,3.3791
530389.321,650.096,3.4034
530989.989,650.375,3.4279
531590.656,650.305,3.4526
532191.324,650.378,3.4775
532791.991,650.244,3.5025
533392.659,649.730,3.5278
533993.326,650.531,3.5532
534593.993,650.179,3.5789
535194.661,650.351,3.6047
535795.328,552.500,3.6307
536395.996,455.000,3.6569
536996.663,357.500,3.6833
537597.330,260.000,3.7099
538197.998,162.500,3.7367
538798.665,65.000,3.7637
539399.333,0.000,3.7909
540000.000,0.000,3.8183
