Time(s),Load(N),Disp(mm)
87746.244,499.809,0.2931
88347.245,500.372,0.2946
88948.247,499.995,0.2961
89549.249,499.870,0.2977
90150.250,499.958,0.2992
90751.252,500.062,0.3008
91352.254,499.599,0.3023
91953.255,499.779,0.3038
92554.257,499.673,0.3054
93155.259,499.464,0.3069
93756.260,500.248,0.3084
94357.262,500.364,0.3099
94958.264,500.302,0.3115
95559.265,499.549,0.3130
96160.267,500.101,0.3145
96761.269,500.172,0.3161
97362.270,499.854,0.3176
97963.272,500.207,0.3191
98564.274,499.715,0.3206
99165.275,499.726,0.3222
99766.277,499.787,0.3237
100367.279,499.815,0.3252
100968.280,499.743,0.3267
101569.282,500.243,0.3282
102170.284,499.727,0.3298
102771.285,499.881,0.3313
103372.287,499.837,0.3328
103973.289,500.557,0.3343
104574.290,499.771,0.3358
105175.292,500.119,0.3374
105776.294,500.460,0.3389
106377.295,499.699,0.3404
106978.297,499.788,0.3419
107579.299,499.915,0.3434
108180.301,499.663,0.3449
108781.302,500.309,0.3465
109382.304,499.879,0.3480
109983.306,500.265,0.3495
110584.307,500.134,0.3510
111185.309,500.004,0.3525
111786.311,500.241,0.3540
112387.312,499.923,0.3556
112988.314,500.265,0.3571
113589.316,499.668,0.3586
114190.317,499.811,0.3601
114791.319,500.303,0.3616
115392.321,499.471,0.3631
115993.322,500.119,0.3646
116594.324,499.896,0.3661
117195.326,499.862,0.3677
117796.327,499.824,0.3692
118397.329,500.323,0.3707
118998.331,499.616,0.3722
119599.332,500.209,0.3737
120200.334,500.119,0.3752
120801.336,499.893,0.3767
121402.337,499.978,0.3782
122003.339,500.177,0.3797
122604.341,499.851,0.3813
123205.342,499.620,0.3828
123806.344,500.071,0.3843
124407.346,499.788,0.3858
125008.347,499.897,0.3873
125609.349,500.013,0.3888
126210.351,500.184,0.3903
126811.352,500.454,0.3918
127412.354,500.086,0.3933
128013.356,500.029,0.3948
128614.357,500.205,0.3963
129215.359,500.071,0.3978
129816.361,499.577,0.3994
130417.362,499.849,0.4009
131018.364,499.690,0.4024
131619.366,500.174,0.4039
132220.367,500.318,0.4054
132821.369,500.089,0.4069
133422.371,499.742,0.4084
134023.372,500.200,0.4099
134624.374,499.759,0.4114
135225.376,500.063,0.4129
135826.377,499.700,0.4144
136427.379,499.653,0.4159
137028.381,499.649,0.4174
137629.382,500.004,0.4189
138230.384,499.835,0.4205
138831.386,500.109,0.4220
139432.387,499.675,0.4235
140033.389,500.123,0.4250
140634.391,499.845,0.4265
141235.392,500.313,0.4280
141836.394,500.255,0.4295
142437.396,499.946,0.4310
143038.397,500.027,0.4325
143639.399,500.061,0.4340
144240.401,500.116,0.4355
144841.402,499.931,0.4370
145442.404,500.274,0.4385
146043.406,499.873,0.4400
146644.407,499.519,0.4415
147245.409,500.062,0.4430
147846.411,499.973,0.4445
148447.412,500.208,0.4460
149048.414,500.149,0.4475
149649.416,500.032,0.4491
150250.417,500.027,0.4506
150851.419,500.032,0.4521
151452.421,499.835,0.4536
152053.422,499.696,0.4551
152654.424,499.795,0.4566
153255.426,499.977,0.4581
153856.427,499.434,0.4596
154457.429,499.891,0.4611
155058.431,499.755,0.4626
155659.432,499.978,0.4641
156260.434,499.797,0.4656
156861.436,500.016,0.4671
157462.437,499.943,0.4686
158063.439,500.324,0.4701
158664.441,499.914,0.4716
159265.442,499.939,0.4731
159866.444,500.006,0.4746
160467.446,499.546,0.4761
161068.447,499.732,0.4776
161669.449,500.359,0.4791
162270.451,500.129,0.4806
162871.452,500.021,0.4821
163472.454,500.270,0.4836
164073.456,499.955,0.4851
164674.457,499.938,0.4866
165275.459,499.924,0.4882
165876.461,499.556,0.4897
166477.462,500.235,0.4912
167078.464,499.953,0.4927
167679.466,499.976,0.4942
168280.467,499.916,0.4957
168881.469,499.841,0.4972
169482.471,499.435,0.4987
170083.472,500.038,0.5002
170684.474,500.545,0.5017
171285.476,500.247,0.5032
171886.477,499.928,0.5047
172487.479,499.769,0.5062
173088.481,500.006,0.5077
173689.482,500.093,0.5092
174290.484,499.970,0.5107
174891.486,500.209,0.5122
175492.487,499.762,0.5137
176093.489,500.267,0.5152
176694.491,500.039,0.5167
177295.492,499.863,0.5182
177896.494,499.929,0.5197
178497.496,500.087,0.5212
179098.497,500.191,0.5227
179699.499,500.018,0.5242
180300.501,500.145,0.5257
180901.503,500.601,0.5272
181502.504,499.590,0.5287
182103.506,499.499,0.5302
182704.508,500.022,0.5317
183305.509,499.758,0.5332
183906.511,500.028,0.5348
184507.513,499.597,0.5363
185108.514,500.033,0.5378
185709.516,500.328,0.5393
186310.518,500.277,0.5408
186911.519,499.725,0.5423
187512.521,499.923,0.5438
188113.523,500.221,0.5453
188714.524,500.456,0.5468
189315.526,499.762,0.5483
189916.528,499.786,0.5498
190517.529,500.279,0.5513
191118.531,499.910,0.5528
191719.533,499.743,0.5543
192320.534,500.263,0.5558
192921.536,499.580,0.5573
193522.538,499.829,0.5588
194123.539,500.242,0.5603
194724.541,499.843,0.5618
195325.543,500.191,0.5633
195926.544,499.693,0.5648
196527.546,500.194,0.5663
197128.548,500.118,0.5678
197729.549,500.405,0.5693
198330.551,499.939,0.5708
198931.553,499.912,0.5723
199532.554,499.976,0.5738
200133.556,500.262,0.5753
200734.558,499.814,0.5768
201335.559,499.964,0.5783
201936.561,500.487,0.5798
202537.563,500.195,0.5813
203138.564,500.181,0.5828
203739.566,499.870,0.5843
204340.568,500.215,0.5858
204941.569,499.709,0.5873
205542.571,499.627,0.5889
206143.573,499.764,0.5904
206744.574,500.354,0.5919
207345.576,500.042,0.5934
207946.578,499.766,0.5949
208547.579,499.910,0.5964
209148.581,500.113,0.5979
209749.583,500.295,0.5994
210350.584,499.592,0.6009
210951.586,500.334,0.6024
211552.588,500.233,0.6039
212153.589,499.826,0.6054
212754.591,499.900,0.6069
213355.593,500.123,0.6084
213956.594,499.928,0.6099
214557.596,500.034,0.6114
215158.598,499.735,0.6129
215759.599,499.544,0.6144
216360.601,500.607,0.6159
216961.603,500.043,0.6174
217562.604,500.056,0.6189
218163.606,500.127,0.6204
218764.608,500.334,0.6219
219365.609,500.232,0.6234
219966.611,499.743,0.6249
220567.613,499.972,0.6264
221168.614,500.017,0.6279
221769.616,500.190,0.6294
222370.618,499.850,0.6309
222971.619,500.095,0.6324
223572.621,500.056,0.6339
224173.623,500.345,0.6354
224774.624,499.348,0.6369
225375.626,500.020,0.6384
225976.628,500.085,0.6399
226577.629,500.169,0.6414
227178.631,499.998,0.6429
227779.633,499.793,0.6444
228380.634,500.167,0.6459
228981.636,500.092,0.6475
229582.638,499.790,0.6490
230183.639,499.660,0.6505
230784.641,500.139,0.6520
231385.643,499.783,0.6535
231986.644,500.162,0.6550
232587.646,500.379,0.6565
233188.648,500.052,0.6580
233789.649,500.057,0.6595
234390.651,500.031,0.6610
234991.653,500.346,0.6625
235592.654,500.351,0.6640
236193.656,500.021,0.6655
236794.658,500.186,0.6670
237395.659,500.011,0.6685
237996.661,499.876,0.6700
238597.663,500.192,0.6715
239198.664,499.978,0.6730
239799.666,499.788,0.6745
240400.668,499.625,0.6760
241001.669,500.248,0.6775
241602.671,499.759,0.6790
242203.673,499.722,0.6805
242804.674,499.934,0.6820
243405.676,500.185,0.6835
244006.678,499.568,0.6850
244607.679,500.159,0.6865
245208.681,500.098,0.6880
245809.683,499.696,0.6895
246410.684,499.715,0.6910
247011.686,499.956,0.6925
247612.688,500.483,0.6940
248213.689,499.937,0.6955
248814.691,500.272,0.6970
249415.693,500.236,0.6985
250016.694,499.603,0.7000
250617.696,500.000,0.7015
251218.698,500.247,0.7030
251819.699,499.876,0.7045
252420.701,500.306,0.7061
253021.703,499.731,0.7076
253622.705,499.633,0.7091
254223.706,499.890,0.7106
254824.708,500.165,0.7121
255425.710,499.904,0.7136
256026.711,500.231,0.7151
256627.713,499.615,0.7166
257228.715,499.856,0.7181
257829.716,500.343,0.7196
258430.718,499.387,0.7211
259031.720,500.078,0.7226
259632.721,499.779,0.7241
260233.723,499.815,0.7256
260834.725,499.919,0.7271
261435.726,499.634,0.7286
262036.728,500.233,0.7301
262637.730,500.147,0.7316
263238.731,500.306,0.7331
263839.733,500.042,0.7346
264440.735,499.765,0.7361
265041.736,500.163,0.7376
265642.738,499.666,0.7391
266243.740,499.772,0.7406
266844.741,500.526,0.7421
267445.743,500.270,0.7436
268046.745,500.112,0.7451
268647.746,500.373,0.7466
269248.748,499.929,0.7481
269849.750,500.149,0.7496
270450.751,499.798,0.7511
271051.753,499.919,0.7526
271652.755,500.024,0.7541
272253.756,500.376,0.7556
272854.758,499.828,0.7571
273455.760,500.267,0.7586
274056.761,500.000,0.7601
274657.763,499.562,0.7616
275258.765,499.519,0.7631
275859.766,499.828,0.7646
276460.768,500.272,0.7662
277061.770,500.067,0.7677
277662.771,500.459,0.7692
278263.773,500.048,0.7707
278864.775,500.358,0.7722
279465.776,500.066,0.7737
280066.778,499.774,0.7752
280667.780,500.182,0.7767
281268.781,499.816,0.7782
281869.783,499.649,0.7797
282470.785,499.815,0.7812
283071.786,499.905,0.7827
283672.788,500.066,0.7842
284273.790,500.217,0.7857
284874.791,500.156,0.7872
285475.793,500.528,0.7887
286076.795,499.512,0.7902
286677.796,499.958,0.7917
287278.798,500.653,0.7932
287879.800,499.926,0.7947
288480.801,499.688,0.7962
289081.803,499.815,0.7977
289682.805,499.761,0.7992
290283.806,499.881,0.8007
290884.808,500.439,0.8022
291485.810,499.654,0.8037
292086.811,499.830,0.8052
292687.813,500.361,0.8067
293288.815,500.080,0.8082
293889.816,500.088,0.8097
294490.818,499.911,0.8112
295091.820,500.242,0.8127
295692.821,499.750,0.8142
296293.823,500.246,0.8157
296894.825,500.036,0.8172
297495.826,499.959,0.8187
298096.828,499.871,0.8202
298697.830,500.245,0.8217
299298.831,500.091,0.8232
299899.833,499.908,0.8247
300500.835,500.036,0.8263
301101.836,499.743,0.8278
301702.838,500.328,0.8293
302303.840,500.354,0.8308
302904.841,500.292,0.8323
303505.843,500.080,0.8338
304106.845,500.136,0.8353
304707.846,499.666,0.8368
305308.848,499.916,0.8383
305909.850,499.947,0.8398
306510.851,499.975,0.8413
307111.853,500.167,0.8428
307712.855,499.898,0.8443
308313.856,499.823,0.8458
308914.858,500.310,0.8473
309515.860,499.930,0.8488
310116.861,499.847,0.8503
310717.863,499.502,0.8518
311318.865,499.666,0.8533
311919.866,499.950,0.8548
312520.868,500.075,0.8563
313121.870,499.560,0.8578
313722.871,500.002,0.8593
314323.873,500.088,0.8608
314924.875,499.879,0.8623
315525.876,500.020,0.8638
316126.878,500.358,0.8653
316727.880,499.818,0.8668
317328.881,499.581,0.8683
317929.883,499.910,0.8698
318530.885,499.784,0.8713
319131.886,499.992,0.8728
319732.888,500.179,0.8743
320333.890,500.227,0.8758
320934.891,500.085,0.8773
321535.893,500.355,0.8788
322136.895,500.095,0.8803
322737.896,500.261,0.8818
323338.898,500.092,0.8833
323939.900,500.073,0.8848
324540.902,499.877,0.8864
325141.903,500.004,0.8879
325742.905,499.860,0.8894
326343.907,499.929,0.8909
326944.908,500.022,0.8924
327545.910,500.292,0.8939
328146.912,499.939,0.8954
328747.913,500.159,0.8969
329348.915,499.694,0.8984
329949.917,499.931,0.8999
330550.918,500.322,0.9014
331151.920,500.090,0.9029
331752.922,499.549,0.9044
332353.923,499.996,0.9059
332954.925,499.942,0.9074
333555.927,499.706,0.9089
334156.928,499.563,0.9104
334757.930,499.765,0.9119
335358.932,499.736,0.9134
335959.933,500.182,0.9149
336560.935,500.148,0.9164
337161.937,500.163,0.9179
337762.938,500.273,0.9194
338363.940,499.458,0.9209
338964.942,499.934,0.9224
339565.943,500.088,0.9239
340166.945,499.836,0.9254
340767.947,499.846,0.9269
341368.948,499.803,0.9284
341969.950,500.045,0.9299
342570.952,499.989,0.9314
343171.953,500.311,0.9329
343772.955,500.101,0.9344
344373.957,500.056,0.9359
344974.958,499.998,0.9374
345575.960,499.807,0.9389
346176.962,500.034,0.9404
346777.963,500.209,0.9419
347378.965,500.121,0.9434
347979.967,499.737,0.9449
348580.968,499.626,0.9465
349181.970,500.178,0.9480
349782.972,500.051,0.9495
350383.973,500.077,0.9510
350984.975,499.790,0.9525
351585.977,500.191,0.9540
352186.978,500.186,0.9555
352787.980,499.941,0.9570
353388.982,500.149,0.9585
353989.983,499.777,0.9600
354590.985,499.984,0.9615
355191.987,499.505,0.9630
355792.988,499.934,0.9645
356393.990,500.621,0.9660
356994.992,500.183,0.9675
357595.993,500.437,0.9690
358196.995,500.153,0.9705
358797.997,500.070,0.9720
359398.998,500.066,0.9735
360000.000,499.911,0.9750
